CODIGO,ESTACION,YEAR,MONTH,PP,TMAX,TMIN
100127,SAN PEDRO DE CACHI,2001,3,-999.0,-999.0,-999.0
100127,SAN PEDRO DE CACHI,2001,4,-999.0,-999.0,-999.0
100127,SAN PEDRO DE CACHI,2001,5,-999.0,-999.0,-999.0
100127,SAN PEDRO DE CACHI,2001,6,-999.0,-999.0,-999.0
100127,SAN PEDRO DE CACHI,2001,7,-999.0,-999.0,-999.0
100127,SAN PEDRO DE CACHI,2001,8,12.7,-999.0,-999.0
100127,SAN PEDRO DE CACHI,2001,9,10.0,22.16,7.41
100127,SAN PEDRO DE CACHI,2001,10,31.9,22.09,8.36
100127,SAN PEDRO DE CACHI,2001,11,66.1,22.65,9.19
100127,SAN PEDRO DE CACHI,2001,12,132.2,21.39,8.42
100127,SAN PEDRO DE CACHI,2002,1,118.8,21.37,9.16
100127,SAN PEDRO DE CACHI,2002,2,174.5,18.58,9.21
100127,SAN PEDRO DE CACHI,2002,3,143.8,19.87,9.29
100127,SAN PEDRO DE CACHI,2002,4,26.0,20.21,8.44
100127,SAN PEDRO DE CACHI,2002,5,33.0,21.04,6.78
100127,SAN PEDRO DE CACHI,2002,6,2.2,20.84,6.06
100127,SAN PEDRO DE CACHI,2002,7,38.6,18.91,6.15
100127,SAN PEDRO DE CACHI,2002,8,11.4,21.06,6.35
100127,SAN PEDRO DE CACHI,2002,9,34.5,20.48,7.85
100127,SAN PEDRO DE CACHI,2002,10,57.3,21.51,9.25
100127,SAN PEDRO DE CACHI,2002,11,45.3,21.12,9.12
100127,SAN PEDRO DE CACHI,2002,12,82.3,21.43,9.82
100127,SAN PEDRO DE CACHI,2003,1,102.7,21.38,9.73
100127,SAN PEDRO DE CACHI,2003,2,211.5,19.59,9.97
100127,SAN PEDRO DE CACHI,2003,3,113.4,18.9,8.87
100127,SAN PEDRO DE CACHI,2003,4,82.4,19.54,7.67
100127,SAN PEDRO DE CACHI,2003,5,-999.0,-999.0,-999.0
100127,SAN PEDRO DE CACHI,2003,6,-999.0,-999.0,-999.0
100127,SAN PEDRO DE CACHI,2003,7,-999.0,-999.0,-999.0
100127,SAN PEDRO DE CACHI,2003,8,34.1,-999.0,-999.0
100127,SAN PEDRO DE CACHI,2003,9,22.0,20.69,7.14
100127,SAN PEDRO DE CACHI,2003,10,6.5,22.94,7.94
100127,SAN PEDRO DE CACHI,2003,11,33.5,23.62,8.75
100127,SAN PEDRO DE CACHI,2003,12,111.5,21.21,9.95
100127,SAN PEDRO DE CACHI,2004,1,45.9,21.6,9.93
100127,SAN PEDRO DE CACHI,2004,2,137.8,20.41,-999.0
100127,SAN PEDRO DE CACHI,2004,3,110.7,19.7,9.26
100127,SAN PEDRO DE CACHI,2004,4,23.6,21.39,7.78
100127,SAN PEDRO DE CACHI,2004,5,10.7,22.06,6.24
100127,SAN PEDRO DE CACHI,2004,6,18.6,20.02,5.02
100127,SAN PEDRO DE CACHI,2004,7,9.3,19.55,5.72
100127,SAN PEDRO DE CACHI,2004,8,9.6,19.35,6.25
100127,SAN PEDRO DE CACHI,2004,9,30.0,20.43,7.76
100127,SAN PEDRO DE CACHI,2004,10,25.7,21.82,8.94
100127,SAN PEDRO DE CACHI,2004,11,47.1,22.84,8.93
100127,SAN PEDRO DE CACHI,2004,12,181.6,20.25,9.45
100127,SAN PEDRO DE CACHI,2005,1,67.0,21.35,9.61
100127,SAN PEDRO DE CACHI,2005,2,106.1,20.77,9.81
100127,SAN PEDRO DE CACHI,2005,3,98.3,20.11,9.59
100127,SAN PEDRO DE CACHI,2005,4,12.3,22.08,8.69
100127,SAN PEDRO DE CACHI,2005,5,4.7,22.43,6.77
100127,SAN PEDRO DE CACHI,2005,6,0.0,21.57,4.76
100127,SAN PEDRO DE CACHI,2005,7,7.7,21.39,5.04
100127,SAN PEDRO DE CACHI,2005,8,9.6,22.07,6.18
100127,SAN PEDRO DE CACHI,2005,9,19.2,21.28,8.6
100127,SAN PEDRO DE CACHI,2005,10,58.3,21.27,8.99
100127,SAN PEDRO DE CACHI,2005,11,28.6,23.12,9.51
100127,SAN PEDRO DE CACHI,2005,12,114.5,20.83,9.46
100127,SAN PEDRO DE CACHI,2006,1,136.2,20.14,9.69
100127,SAN PEDRO DE CACHI,2006,2,114.3,19.39,9.67
100127,SAN PEDRO DE CACHI,2006,3,96.7,19.5,9.92
100127,SAN PEDRO DE CACHI,2006,4,95.5,19.57,9.92
100127,SAN PEDRO DE CACHI,2006,5,2.5,21.44,4.9
100127,SAN PEDRO DE CACHI,2006,6,5.7,21.25,6.27
100127,SAN PEDRO DE CACHI,2006,7,0.0,21.4,5.22
100127,SAN PEDRO DE CACHI,2006,8,24.4,22.06,7.3
100127,SAN PEDRO DE CACHI,2006,9,19.4,22.01,8.11
100127,SAN PEDRO DE CACHI,2006,10,48.5,22.78,9.15
100127,SAN PEDRO DE CACHI,2006,11,60.8,21.14,9.33
100127,SAN PEDRO DE CACHI,2006,12,110.0,21.95,10.15
100127,SAN PEDRO DE CACHI,2007,1,104.7,20.84,10.55
100127,SAN PEDRO DE CACHI,2007,2,79.7,21.08,10.07
100127,SAN PEDRO DE CACHI,2007,3,166.9,19.78,10.04
100127,SAN PEDRO DE CACHI,2007,4,47.3,20.26,8.8
100127,SAN PEDRO DE CACHI,2007,5,7.5,21.61,7.42
100127,SAN PEDRO DE CACHI,2007,6,0.0,22.03,5.59
100127,SAN PEDRO DE CACHI,2007,7,8.8,20.59,6.35
100127,SAN PEDRO DE CACHI,2007,8,0.0,22.2,6.48
100127,SAN PEDRO DE CACHI,2007,9,13.3,21.16,8.22
100127,SAN PEDRO DE CACHI,2007,10,49.0,22.62,9.05
100127,SAN PEDRO DE CACHI,2007,11,35.2,22.88,8.39
100127,SAN PEDRO DE CACHI,2007,12,-999.0,-999.0,-999.0
100127,SAN PEDRO DE CACHI,2008,1,125.4,19.41,9.99
100127,SAN PEDRO DE CACHI,2008,2,105.8,20.1,9.09
100127,SAN PEDRO DE CACHI,2008,3,54.0,19.94,8.51
100127,SAN PEDRO DE CACHI,2008,4,10.9,22.09,7.04
100127,SAN PEDRO DE CACHI,2008,5,23.1,21.6,5.77
100127,SAN PEDRO DE CACHI,2008,6,4.8,21.47,5.56
100127,SAN PEDRO DE CACHI,2008,7,0.0,21.69,4.69
100127,SAN PEDRO DE CACHI,2008,8,1.2,22.82,6.26
100127,SAN PEDRO DE CACHI,2008,9,13.4,22.62,7.31
100127,SAN PEDRO DE CACHI,2008,10,29.0,22.62,9.56
100127,SAN PEDRO DE CACHI,2008,11,19.4,23.81,9.34
100127,SAN PEDRO DE CACHI,2008,12,100.8,22.1,9.76
100127,SAN PEDRO DE CACHI,2009,1,199.8,19.64,9.38
100127,SAN PEDRO DE CACHI,2009,2,166.5,19.69,9.52
100127,SAN PEDRO DE CACHI,2009,3,60.7,20.18,9.28
100127,SAN PEDRO DE CACHI,2009,4,53.1,20.51,8.3
100127,SAN PEDRO DE CACHI,2009,5,11.5,21.51,6.42
100127,SAN PEDRO DE CACHI,2009,6,0.0,21.73,5.15
100127,SAN PEDRO DE CACHI,2009,7,20.6,21.02,5.71
100127,SAN PEDRO DE CACHI,2009,8,3.5,22.61,6.12
100127,SAN PEDRO DE CACHI,2009,9,11.9,23.29,8.29
100127,SAN PEDRO DE CACHI,2009,10,40.4,23.65,8.75
100127,SAN PEDRO DE CACHI,2009,11,111.0,22.13,9.74
100127,SAN PEDRO DE CACHI,2009,12,132.0,21.1,9.69
100127,SAN PEDRO DE CACHI,2010,1,224.2,20.29,9.22
100127,SAN PEDRO DE CACHI,2010,2,99.9,20.5,9.94
100127,SAN PEDRO DE CACHI,2010,3,65.2,20.7,9.84
100127,SAN PEDRO DE CACHI,2010,4,36.4,22.25,8.43
100127,SAN PEDRO DE CACHI,2010,5,8.5,22.2,7.38
