NOMBRE,FECHA,PP,T
LA MUCHALA,2026-01-14 11:00:00,0.0,20.0
LA MUCHALA,2026-01-14 12:00:00,0.0,19.5
LA MUCHALA,2026-01-14 13:00:00,0.0,17.8
LA MUCHALA,2026-01-14 14:00:00,0.0,16.9
LA MUCHALA,2026-01-14 15:00:00,0.0,16.2
LA MUCHALA,2026-01-14 16:00:00,0.0,15.8
LA MUCHALA,2026-01-14 17:00:00,0.0,15.4
LA MUCHALA,2026-01-14 18:00:00,0.2,15.4
LA MUCHALA,2026-01-14 19:00:00,0.0,15.6
LA MUCHALA,2026-01-14 20:00:00,1.0,15.6
LA MUCHALA,2026-01-14 21:00:00,0.4,15.8
LA MUCHALA,2026-01-14 22:00:00,0.1,15.7
LA MUCHALA,2026-01-14 23:00:00,0.2,15.7
LA MUCHALA,2026-01-15 00:00:00,0.7,15.6
LA MUCHALA,2026-01-15 01:00:00,1.0,14.9
LA MUCHALA,2026-01-15 02:00:00,1.3,14.6
LA MUCHALA,2026-01-15 03:00:00,1.4,14.3
LA MUCHALA,2026-01-15 04:00:00,1.6,13.9
LA MUCHALA,2026-01-15 05:00:00,1.4,13.7
LA MUCHALA,2026-01-15 06:00:00,1.6,13.4
LA MUCHALA,2026-01-15 07:00:00,1.5,13.4
LA MUCHALA,2026-01-15 08:00:00,1.1,13.9
LA MUCHALA,2026-01-15 09:00:00,0.7,14.2
LA MUCHALA,2026-01-15 10:00:00,0.3,14.9
LA MUCHALA,2026-01-15 15:00:00,0.5,14.3
LA MUCHALA,2026-01-15 16:00:00,0.7,14.5
LA MUCHALA,2026-01-15 11:00:00,0.2,14.9
LA MUCHALA,2026-01-15 12:00:00,0.2,15.2
LA MUCHALA,2026-01-15 13:00:00,0.1,15.1
LA MUCHALA,2026-01-15 14:00:00,0.3,15.0
LA MUCHALA,2026-01-15 17:00:00,1.3,14.9
LA MUCHALA,2026-01-15 18:00:00,1.7,14.9
LA MUCHALA,2026-01-15 19:00:00,1.6,14.6
LA MUCHALA,2026-01-15 21:00:00,1.8,14.6
LA MUCHALA,2026-01-15 22:00:00,1.7,14.6
LA MUCHALA,2026-01-15 23:00:00,1.6,14.6
LA MUCHALA,2026-01-16 02:00:00,1.0,14.3
LA MUCHALA,2026-01-16 03:00:00,1.0,14.2
LA MUCHALA,2026-01-16 04:00:00,0.8,14.2
LA MUCHALA,2026-01-16 05:00:00,0.9,14.2
LA MUCHALA,2026-01-16 06:00:00,0.7,14.3
LA MUCHALA,2026-01-16 07:00:00,0.5,14.4
LA MUCHALA,2026-01-16 08:00:00,0.4,15.1
LA MUCHALA,2026-01-16 09:00:00,0.3,16.7
LA MUCHALA,2026-01-16 10:00:00,0.1,17.7
LA MUCHALA,2026-01-16 11:00:00,0.0,19.2
LA MUCHALA,2026-01-16 12:00:00,0.0,19.2
LA MUCHALA,2026-01-16 13:00:00,0.0,17.6
LA MUCHALA,2026-01-16 14:00:00,0.0,16.7
LA MUCHALA,2026-01-16 15:00:00,0.0,16.7
LA MUCHALA,2026-01-16 16:00:00,0.0,17.2
LA MUCHALA,2026-01-16 17:00:00,0.0,16.8
LA MUCHALA,2026-01-16 18:00:00,0.0,16.7
LA MUCHALA,2026-01-16 19:00:00,0.0,16.4
LA MUCHALA,2026-01-16 20:00:00,0.0,16.5
LA MUCHALA,2026-01-16 21:00:00,0.0,16.2
LA MUCHALA,2026-01-16 22:00:00,0.0,15.9
LA MUCHALA,2026-01-16 23:00:00,0.0,15.7
LA MUCHALA,2026-01-17 00:00:00,0.0,15.7
LA MUCHALA,2026-01-17 01:00:00,0.0,15.5
LA MUCHALA,2026-01-17 02:00:00,0.1,15.2
LA MUCHALA,2026-01-17 03:00:00,0.0,15.2
LA MUCHALA,2026-01-17 04:00:00,0.0,15.3
LA MUCHALA,2026-01-17 05:00:00,0.0,16.0
LA MUCHALA,2026-01-17 06:00:00,0.0,16.0
LA MUCHALA,2026-01-17 07:00:00,0.0,15.8
LA MUCHALA,2026-01-17 08:00:00,0.0,15.8
LA MUCHALA,2026-01-17 09:00:00,0.0,16.8
LA MUCHALA,2026-01-17 10:00:00,0.0,18.9
LA MUCHALA,2026-01-17 11:00:00,0.0,22.8
LA MUCHALA,2026-01-17 12:00:00,0.0,22.0
LA MUCHALA,2026-01-17 13:00:00,0.0,20.7
LA MUCHALA,2026-01-17 14:00:00,0.0,19.4
LA MUCHALA,2026-01-17 15:00:00,0.0,18.7
LA MUCHALA,2026-01-17 16:00:00,0.0,17.8
LA MUCHALA,2026-01-17 17:00:00,0.0,17.5
LA MUCHALA,2026-01-17 18:00:00,0.0,17.1
LA MUCHALA,2026-01-17 19:00:00,0.0,16.8
LA MUCHALA,2026-01-17 20:00:00,0.0,16.8
LA MUCHALA,2026-01-17 21:00:00,0.0,16.9
LA MUCHALA,2026-01-17 22:00:00,0.0,16.8
LA MUCHALA,2026-01-17 23:00:00,0.0,16.6
LA MUCHALA,2026-01-18 00:00:00,0.0,16.5
LA MUCHALA,2026-01-18 01:00:00,0.1,16.5
LA MUCHALA,2026-01-18 02:00:00,0.0,17.0
LA MUCHALA,2026-01-18 03:00:00,0.1,17.0
LA MUCHALA,2026-01-18 04:00:00,0.1,17.4
LA MUCHALA,2026-01-18 05:00:00,0.0,17.6
LA MUCHALA,2026-01-18 06:00:00,0.1,16.8
LA MUCHALA,2026-01-18 07:00:00,0.0,17.0
LA MUCHALA,2026-01-18 08:00:00,0.0,18.0
LA MUCHALA,2026-01-18 09:00:00,0.1,18.3
LA MUCHALA,2026-01-18 10:00:00,0.0,18.0
LA MUCHALA,2026-01-18 11:00:00,0.0,18.0
LA MUCHALA,2026-01-18 12:00:00,0.0,19.7
LA MUCHALA,2026-01-18 13:00:00,0.0,17.9
LA MUCHALA,2026-01-18 14:00:00,0.0,17.2
LA MUCHALA,2026-01-18 15:00:00,0.0,16.7
LA MUCHALA,2026-01-18 16:00:00,0.0,16.4
LA MUCHALA,2026-01-18 17:00:00,0.0,16.3
LA MUCHALA,2026-01-18 18:00:00,0.0,16.2
LA MUCHALA,2026-01-18 19:00:00,0.1,16.1
LA MUCHALA,2026-01-18 20:00:00,0.0,16.2
LA MUCHALA,2026-01-18 21:00:00,0.0,16.2
LA MUCHALA,2026-01-18 22:00:00,0.0,16.2
LA MUCHALA,2026-01-18 23:00:00,0.0,16.2
LA MUCHALA,2026-01-19 00:00:00,0.1,16.3
LA MUCHALA,2026-01-19 01:00:00,0.0,16.3
LA MUCHALA,2026-01-19 02:00:00,0.0,16.3
LA MUCHALA,2026-01-19 03:00:00,0.0,16.2
LA MUCHALA,2026-01-19 04:00:00,0.1,16.1
LA MUCHALA,2026-01-19 05:00:00,0.0,16.2
LA MUCHALA,2026-01-19 06:00:00,0.0,15.7
