NOMBRE,FECHA,T,PP
CERES,2026-01-31 05:00:00,21.72,
CERES,2026-01-31 06:00:00,21.77,
CERES,2026-01-31 07:00:00,21.93,
CERES,2026-01-31 08:00:00,23.63,
CERES,2026-01-31 09:00:00,24.24,
CERES,2026-01-31 10:00:00,25.96,
CERES,2026-01-31 11:00:00,26.5,
CERES,2026-01-31 12:00:00,27.33,
CERES,2026-01-31 13:00:00,27.16,
CERES,2026-01-31 14:00:00,27.31,
CERES,2026-01-31 15:00:00,26.5,
CERES,2026-01-31 16:00:00,24.87,
CERES,2026-01-31 17:00:00,24.05,
CERES,2026-01-31 18:00:00,23.41,
CERES,2026-01-31 19:00:00,23.24,
CERES,2026-01-31 20:00:00,22.72,
CERES,2026-01-31 21:00:00,22.66,
CERES,2026-01-31 22:00:00,22.71,
CERES,2026-02-04 16:00:00,28.66,
CERES,2026-02-04 17:00:00,27.33,
CERES,2026-02-04 18:00:00,25.92,
CERES,2026-02-04 19:00:00,25.21,
CERES,2026-02-04 20:00:00,24.86,
CERES,2026-02-04 21:00:00,24.32,
CERES,2026-02-04 22:00:00,24.65,
CERES,2026-02-04 23:00:00,24.24,
CERES,2026-02-05 00:00:00,23.65,
CERES,2026-02-05 01:00:00,22.31,
CERES,2026-02-05 02:00:00,22.16,
CERES,2026-02-05 03:00:00,22.13,
CERES,2026-02-05 04:00:00,22.5,
CERES,2026-02-05 05:00:00,22.46,
CERES,2026-02-05 06:00:00,22.19,
CERES,2026-02-05 07:00:00,22.6,
CERES,2026-02-05 08:00:00,25.15,
CERES,2026-02-05 09:00:00,27.17,
CERES,2026-02-05 10:00:00,28.28,
CERES,2026-02-05 11:00:00,28.88,
CERES,2026-02-05 12:00:00,28.89,
CERES,2026-02-05 13:00:00,29.28,
CERES,2026-02-05 14:00:00,28.84,
CERES,2026-02-05 15:00:00,29.06,
CERES,2026-02-05 16:00:00,29.07,
CERES,2026-02-06 05:00:00,22.49,
CERES,2026-02-06 06:00:00,22.61,
CERES,2026-02-06 07:00:00,23.18,
CERES,2026-02-06 08:00:00,24.19,
CERES,2026-02-06 09:00:00,26.39,
CERES,2026-02-06 10:00:00,28.12,
CERES,2026-02-06 11:00:00,28.62,
CERES,2026-02-06 12:00:00,29.27,
CERES,2026-02-06 13:00:00,29.84,
CERES,2026-02-06 14:00:00,28.78,
CERES,2026-02-06 15:00:00,27.05,
CERES,2026-02-06 16:00:00,26.36,
CERES,2026-02-06 17:00:00,25.89,
CERES,2026-02-06 18:00:00,25.04,
CERES,2026-02-06 19:00:00,24.76,
CERES,2026-02-06 20:00:00,24.98,
CERES,2026-02-06 21:00:00,24.73,
CERES,2026-02-06 22:00:00,24.49,
CERES,2026-02-06 23:00:00,24.12,
CERES,2026-02-07 00:00:00,24.6,
CERES,2026-02-07 01:00:00,23.03,
CERES,2026-02-07 02:00:00,22.71,
CERES,2026-02-07 03:00:00,22.58,
CERES,2026-02-07 04:00:00,22.07,
CERES,2026-02-07 05:00:00,22.0,
CERES,2026-02-07 06:00:00,22.14,
CERES,2026-02-07 07:00:00,22.46,
CERES,2026-02-07 08:00:00,24.59,
CERES,2026-02-07 09:00:00,26.82,
CERES,2026-02-07 10:00:00,27.65,
CERES,2026-02-07 11:00:00,29.82,
CERES,2026-02-07 12:00:00,30.43,
CERES,2026-02-07 13:00:00,30.31,
CERES,2026-02-07 14:00:00,29.53,
CERES,2026-02-07 15:00:00,29.6,
CERES,2026-02-07 16:00:00,29.77,
CERES,2026-02-07 17:00:00,29.2,
CERES,2026-02-07 18:00:00,27.5,
CERES,2026-02-07 19:00:00,26.5,
CERES,2026-02-07 20:00:00,25.22,
CERES,2026-02-07 21:00:00,25.57,
CERES,2026-02-07 22:00:00,25.88,
CERES,2026-02-07 23:00:00,25.27,
CERES,2026-02-08 00:00:00,23.55,
CERES,2026-02-08 01:00:00,22.74,
CERES,2026-02-08 02:00:00,23.77,
CERES,2026-02-08 03:00:00,24.57,
CERES,2026-02-08 04:00:00,23.82,
CERES,2026-02-08 05:00:00,23.88,
CERES,2026-02-08 06:00:00,23.57,
CERES,2026-02-08 07:00:00,23.88,
CERES,2026-02-08 08:00:00,24.18,
CERES,2026-02-08 09:00:00,26.18,
CERES,2026-02-08 10:00:00,27.63,
CERES,2026-02-08 11:00:00,28.75,
CERES,2026-02-08 12:00:00,28.71,
CERES,2026-02-08 13:00:00,29.51,
CERES,2026-02-08 14:00:00,30.5,
CERES,2026-02-08 15:00:00,29.74,
CERES,2026-02-08 16:00:00,28.76,
CERES,2026-02-08 17:00:00,27.64,
CERES,2026-02-08 18:00:00,26.5,
CERES,2026-02-08 19:00:00,24.49,
CERES,2026-02-08 20:00:00,24.43,
CERES,2026-02-08 21:00:00,24.9,
CERES,2026-02-08 22:00:00,25.2,
CERES,2026-02-08 23:00:00,24.65,
CERES,2026-02-09 00:00:00,24.83,
CERES,2026-02-09 01:00:00,24.1,
CERES,2026-02-09 02:00:00,23.73,
CERES,2026-02-09 03:00:00,22.74,
CERES,2026-02-09 04:00:00,22.62,
CERES,2026-02-09 05:00:00,22.47,
CERES,2026-02-09 06:00:00,22.59,
CERES,2026-02-09 07:00:00,22.94,
CERES,2026-02-09 08:00:00,25.96,
CERES,2026-02-09 09:00:00,28.39,
CERES,2026-02-09 10:00:00,28.85,
CERES,2026-02-09 11:00:00,29.55,
CERES,2026-02-09 12:00:00,29.79,
CERES,2026-02-09 13:00:00,29.01,
CERES,2026-02-09 14:00:00,29.4,
CERES,2026-02-09 15:00:00,29.88,
CERES,2026-02-09 16:00:00,29.79,
CERES,2026-02-09 17:00:00,28.02,
CERES,2026-02-09 18:00:00,26.21,
CERES,2026-02-09 19:00:00,25.32,
CERES,2026-02-09 20:00:00,23.8,
CERES,2026-02-09 21:00:00,23.53,
CERES,2026-02-09 22:00:00,24.64,
CERES,2026-02-09 23:00:00,23.9,
CERES,2026-02-10 00:00:00,23.39,
CERES,2026-02-10 01:00:00,22.6,
CERES,2026-02-10 02:00:00,22.91,
CERES,2026-02-10 03:00:00,23.73,
CERES,2026-02-10 04:00:00,22.65,
CERES,2026-02-10 05:00:00,22.3,
CERES,2026-02-10 06:00:00,22.05,
CERES,2026-02-10 07:00:00,23.59,
CERES,2026-02-10 08:00:00,23.8,
CERES,2026-02-10 09:00:00,24.8,
CERES,2026-02-10 10:00:00,26.85,
CERES,2026-02-10 11:00:00,28.81,
CERES,2026-02-10 12:00:00,29.61,
CERES,2026-02-10 13:00:00,28.31,
CERES,2026-02-10 14:00:00,28.46,
CERES,2026-02-10 15:00:00,29.36,
CERES,2026-02-10 16:00:00,26.78,
CERES,2026-02-10 17:00:00,26.17,
CERES,2026-02-10 18:00:00,25.32,
CERES,2026-02-10 19:00:00,24.24,
CERES,2026-02-10 20:00:00,23.89,
CERES,2026-02-10 21:00:00,24.04,
CERES,2026-02-10 22:00:00,22.76,
CERES,2026-02-10 23:00:00,22.78,
CERES,2026-02-11 00:00:00,23.21,
CERES,2026-02-11 04:00:00,23.14,
CERES,2026-02-11 05:00:00,22.74,
CERES,2026-02-11 06:00:00,22.68,
CERES,2026-02-11 07:00:00,22.14,
CERES,2026-02-11 08:00:00,22.81,
CERES,2026-02-11 09:00:00,24.7,
CERES,2026-02-11 10:00:00,26.6,
CERES,2026-02-11 11:00:00,29.42,
