NOMBRE,FECHA,T,PP
CERES,2026-01-15 01:00:00,22.98,
CERES,2026-01-15 02:00:00,21.17,
CERES,2026-01-15 03:00:00,21.8,
CERES,2026-01-15 04:00:00,21.84,
CERES,2026-01-15 05:00:00,21.8,
CERES,2026-01-15 06:00:00,22.19,
CERES,2026-01-15 07:00:00,22.37,
CERES,2026-01-15 08:00:00,23.72,
CERES,2026-01-15 09:00:00,25.72,
CERES,2026-01-15 10:00:00,24.74,
CERES,2026-01-16 09:00:00,24.81,
CERES,2026-01-16 10:00:00,26.55,
CERES,2026-01-16 11:00:00,26.75,
CERES,2026-01-16 12:00:00,27.29,
CERES,2026-01-16 13:00:00,27.61,
CERES,2026-01-16 14:00:00,28.15,
CERES,2026-01-16 15:00:00,27.03,
CERES,2026-01-16 16:00:00,25.63,
CERES,2026-01-16 17:00:00,24.61,
CERES,2026-01-16 18:00:00,24.81,
CERES,2026-01-16 19:00:00,25.54,
CERES,2026-01-16 20:00:00,25.31,
CERES,2026-01-16 21:00:00,23.12,
CERES,2026-01-16 22:00:00,22.68,
CERES,2026-01-16 23:00:00,22.83,
CERES,2026-01-17 00:00:00,22.56,
CERES,2026-01-17 01:00:00,22.1,
CERES,2026-01-17 02:00:00,22.4,
CERES,2026-01-17 03:00:00,22.91,
CERES,2026-01-17 04:00:00,22.36,
CERES,2026-01-17 05:00:00,21.97,
CERES,2026-01-17 06:00:00,21.16,
CERES,2026-01-17 07:00:00,22.68,
CERES,2026-01-17 08:00:00,22.06,
CERES,2026-01-17 09:00:00,23.07,
CERES,2026-01-17 10:00:00,24.36,
CERES,2026-01-17 11:00:00,26.24,
CERES,2026-01-17 12:00:00,27.93,
CERES,2026-01-17 13:00:00,29.09,
CERES,2026-01-17 14:00:00,27.85,
CERES,2026-01-17 15:00:00,28.31,
CERES,2026-01-17 16:00:00,26.54,
CERES,2026-01-17 17:00:00,25.31,
CERES,2026-01-17 18:00:00,23.89,
CERES,2026-01-17 19:00:00,22.73,
CERES,2026-01-17 20:00:00,22.62,
CERES,2026-01-17 21:00:00,22.11,
CERES,2026-01-17 22:00:00,21.94,
CERES,2026-01-17 23:00:00,22.08,
CERES,2026-01-18 00:00:00,21.51,
CERES,2026-01-18 01:00:00,21.4,
CERES,2026-01-18 02:00:00,20.85,
CERES,2026-01-18 03:00:00,20.92,
CERES,2026-01-18 04:00:00,21.1,
CERES,2026-01-18 05:00:00,21.2,
CERES,2026-01-18 06:00:00,21.42,
CERES,2026-01-18 07:00:00,21.49,
CERES,2026-01-18 08:00:00,23.73,
CERES,2026-01-18 09:00:00,25.94,
CERES,2026-01-18 10:00:00,26.33,
CERES,2026-01-18 11:00:00,26.88,
CERES,2026-01-18 12:00:00,27.0,
CERES,2026-01-18 13:00:00,27.87,
CERES,2026-01-18 14:00:00,27.64,
CERES,2026-01-18 15:00:00,26.85,
CERES,2026-01-18 16:00:00,27.12,
CERES,2026-01-18 17:00:00,24.59,
CERES,2026-01-18 18:00:00,23.05,
CERES,2026-01-18 19:00:00,22.53,
CERES,2026-01-18 20:00:00,21.85,
CERES,2026-01-18 21:00:00,21.79,
CERES,2026-01-18 22:00:00,21.41,
CERES,2026-01-18 23:00:00,21.07,
CERES,2026-01-19 00:00:00,20.7,
CERES,2026-01-19 08:00:00,22.57,
CERES,2026-01-19 09:00:00,24.66,
CERES,2026-01-19 10:00:00,26.46,
CERES,2026-01-19 11:00:00,27.95,
CERES,2026-01-19 12:00:00,28.35,
CERES,2026-01-19 13:00:00,28.6,
CERES,2026-01-19 14:00:00,28.63,
CERES,2026-01-19 15:00:00,27.99,
CERES,2026-01-19 16:00:00,27.17,
CERES,2026-01-19 17:00:00,25.97,
CERES,2026-01-19 18:00:00,25.22,
CERES,2026-01-19 19:00:00,24.32,
CERES,2026-01-19 20:00:00,24.14,
CERES,2026-01-19 21:00:00,23.67,
CERES,2026-01-19 22:00:00,23.3,
CERES,2026-01-19 23:00:00,22.79,
CERES,2026-01-20 00:00:00,22.66,
CERES,2026-01-20 01:00:00,22.49,
CERES,2026-01-20 02:00:00,22.08,
CERES,2026-01-20 03:00:00,21.72,
CERES,2026-01-20 04:00:00,21.77,
CERES,2026-01-20 05:00:00,21.72,
CERES,2026-01-20 06:00:00,21.74,
CERES,2026-01-20 07:00:00,22.35,
CERES,2026-01-20 08:00:00,23.8,
CERES,2026-01-20 09:00:00,26.05,
CERES,2026-01-20 10:00:00,26.84,
CERES,2026-01-20 11:00:00,28.31,
CERES,2026-01-20 12:00:00,28.37,
CERES,2026-01-20 13:00:00,28.91,
CERES,2026-01-20 14:00:00,29.17,
CERES,2026-01-20 15:00:00,29.22,
CERES,2026-01-20 16:00:00,28.21,
CERES,2026-01-20 17:00:00,27.19,
CERES,2026-01-20 18:00:00,26.46,
CERES,2026-01-20 19:00:00,24.95,
CERES,2026-01-20 20:00:00,23.83,
CERES,2026-01-20 21:00:00,23.12,
CERES,2026-01-20 22:00:00,23.25,
CERES,2026-01-20 23:00:00,23.0,
CERES,2026-01-21 00:00:00,22.95,
CERES,2026-01-21 01:00:00,22.66,
CERES,2026-01-21 02:00:00,22.74,
CERES,2026-01-21 03:00:00,21.79,
CERES,2026-01-21 04:00:00,21.67,
CERES,2026-01-21 05:00:00,21.72,
CERES,2026-01-21 06:00:00,21.02,
CERES,2026-01-21 07:00:00,21.8,
CERES,2026-01-21 08:00:00,23.32,
CERES,2026-01-21 09:00:00,25.13,
CERES,2026-01-21 10:00:00,26.37,
CERES,2026-01-21 11:00:00,27.65,
CERES,2026-01-21 12:00:00,28.63,
CERES,2026-01-21 13:00:00,29.0,
CERES,2026-01-21 14:00:00,29.56,
CERES,2026-01-21 15:00:00,28.99,
CERES,2026-01-21 16:00:00,27.68,
CERES,2026-01-21 17:00:00,26.79,
CERES,2026-01-21 18:00:00,25.49,
CERES,2026-01-21 19:00:00,24.59,
CERES,2026-01-21 20:00:00,23.56,
CERES,2026-01-21 21:00:00,22.69,
CERES,2026-01-21 22:00:00,22.67,
CERES,2026-01-21 23:00:00,22.74,
CERES,2026-01-22 00:00:00,22.24,
CERES,2026-01-22 01:00:00,21.87,
CERES,2026-01-22 02:00:00,21.77,
CERES,2026-01-22 03:00:00,21.72,
CERES,2026-01-22 04:00:00,21.55,
CERES,2026-01-22 05:00:00,21.52,
CERES,2026-01-22 06:00:00,21.4,
CERES,2026-01-22 07:00:00,21.86,
CERES,2026-01-22 08:00:00,23.03,
CERES,2026-01-22 09:00:00,23.41,
CERES,2026-01-22 10:00:00,24.49,
CERES,2026-01-22 11:00:00,24.7,
CERES,2026-01-22 12:00:00,24.72,
CERES,2026-01-22 13:00:00,24.72,
CERES,2026-01-22 14:00:00,25.39,
CERES,2026-01-22 15:00:00,27.51,
CERES,2026-01-22 16:00:00,27.61,
CERES,2026-01-22 17:00:00,27.99,
CERES,2026-01-22 18:00:00,26.23,
CERES,2026-01-22 19:00:00,24.55,
CERES,2026-01-22 20:00:00,24.46,
CERES,2026-01-22 21:00:00,24.92,
CERES,2026-01-22 22:00:00,24.1,
CERES,2026-01-22 23:00:00,23.86,
CERES,2026-01-23 00:00:00,23.57,
CERES,2026-01-23 01:00:00,22.72,
CERES,2026-01-23 02:00:00,22.54,
CERES,2026-01-23 03:00:00,22.51,
CERES,2026-01-23 04:00:00,22.41,
CERES,2026-01-23 05:00:00,22.7,
CERES,2026-01-23 06:00:00,22.11,
CERES,2026-01-23 07:00:00,23.21,
CERES,2026-01-23 08:00:00,24.59,
CERES,2026-01-23 09:00:00,26.68,
CERES,2026-01-23 10:00:00,27.6,
CERES,2026-01-23 11:00:00,28.25,
CERES,2026-01-23 12:00:00,28.41,
CERES,2026-01-23 13:00:00,29.74,
CERES,2026-01-23 14:00:00,29.21,
CERES,2026-01-23 15:00:00,29.38,
CERES,2026-01-24 01:00:00,23.01,
CERES,2026-01-24 02:00:00,22.73,
CERES,2026-01-24 03:00:00,22.34,
CERES,2026-01-24 04:00:00,22.23,
CERES,2026-01-24 05:00:00,21.27,
CERES,2026-01-24 06:00:00,21.51,
CERES,2026-01-24 07:00:00,22.69,
CERES,2026-01-24 08:00:00,24.55,
CERES,2026-01-24 09:00:00,26.57,
CERES,2026-01-24 10:00:00,27.44,
CERES,2026-01-24 12:00:00,27.51,
CERES,2026-01-24 13:00:00,28.67,
CERES,2026-01-24 14:00:00,27.89,
CERES,2026-01-24 15:00:00,27.04,
CERES,2026-01-24 16:00:00,26.6,
CERES,2026-01-24 17:00:00,26.23,
CERES,2026-01-24 18:00:00,26.21,
CERES,2026-01-24 19:00:00,25.57,
CERES,2026-01-24 20:00:00,25.38,
CERES,2026-01-24 21:00:00,25.23,
CERES,2026-01-24 22:00:00,24.14,
CERES,2026-01-24 23:00:00,24.15,
CERES,2026-01-25 00:00:00,23.94,
CERES,2026-01-25 01:00:00,23.59,
CERES,2026-01-25 02:00:00,23.44,
CERES,2026-01-25 03:00:00,22.95,
CERES,2026-01-25 04:00:00,23.13,
CERES,2026-01-25 05:00:00,23.25,
CERES,2026-01-25 06:00:00,22.79,
CERES,2026-01-25 07:00:00,22.62,
CERES,2026-01-25 08:00:00,23.69,
CERES,2026-01-25 09:00:00,26.12,
CERES,2026-01-25 10:00:00,27.64,
CERES,2026-01-25 11:00:00,28.48,
CERES,2026-01-25 12:00:00,28.79,
CERES,2026-01-25 13:00:00,28.9,
CERES,2026-01-25 14:00:00,29.43,
CERES,2026-01-25 15:00:00,29.39,
CERES,2026-01-25 16:00:00,28.46,
CERES,2026-01-25 17:00:00,26.82,
CERES,2026-01-25 18:00:00,25.98,
CERES,2026-01-25 19:00:00,25.72,
CERES,2026-01-25 20:00:00,24.64,
CERES,2026-01-25 21:00:00,24.0,
CERES,2026-01-25 22:00:00,23.73,
CERES,2026-01-25 23:00:00,24.18,
CERES,2026-01-26 00:00:00,23.75,
CERES,2026-01-26 01:00:00,23.84,
CERES,2026-01-26 02:00:00,23.39,
CERES,2026-01-26 03:00:00,23.49,
CERES,2026-01-26 04:00:00,23.43,
CERES,2026-01-26 05:00:00,23.09,
CERES,2026-01-26 06:00:00,22.53,
CERES,2026-01-26 07:00:00,22.25,
CERES,2026-01-26 08:00:00,24.65,
CERES,2026-01-26 09:00:00,27.59,
CERES,2026-01-26 10:00:00,27.96,
CERES,2026-01-26 11:00:00,28.52,
CERES,2026-01-26 12:00:00,28.85,
CERES,2026-01-26 13:00:00,29.5,
CERES,2026-01-26 14:00:00,30.05,
CERES,2026-01-26 15:00:00,29.77,
CERES,2026-01-26 16:00:00,29.24,
CERES,2026-01-26 17:00:00,28.08,
CERES,2026-01-26 18:00:00,27.09,
CERES,2026-01-26 19:00:00,26.15,
CERES,2026-01-26 20:00:00,25.34,
CERES,2026-01-26 21:00:00,25.3,
CERES,2026-01-26 22:00:00,25.0,
CERES,2026-01-26 23:00:00,24.22,
CERES,2026-01-27 00:00:00,24.22,
CERES,2026-01-27 01:00:00,23.55,
CERES,2026-01-27 02:00:00,23.74,
CERES,2026-01-27 03:00:00,23.9,
CERES,2026-01-27 04:00:00,22.75,
CERES,2026-01-27 05:00:00,22.25,
CERES,2026-01-27 06:00:00,23.09,
CERES,2026-01-27 07:00:00,22.77,
CERES,2026-01-27 08:00:00,25.95,
CERES,2026-01-27 09:00:00,28.71,
CERES,2026-01-27 10:00:00,30.2,
CERES,2026-01-27 11:00:00,30.96,
CERES,2026-01-27 12:00:00,31.08,
CERES,2026-01-27 13:00:00,30.78,
CERES,2026-01-27 14:00:00,30.61,
CERES,2026-01-27 15:00:00,30.13,
CERES,2026-01-27 16:00:00,29.1,
CERES,2026-01-27 17:00:00,27.81,
CERES,2026-01-27 18:00:00,26.51,
CERES,2026-01-27 19:00:00,24.2,
CERES,2026-01-27 20:00:00,23.48,
CERES,2026-01-27 21:00:00,23.21,
CERES,2026-01-27 22:00:00,22.86,
CERES,2026-01-27 23:00:00,22.29,
CERES,2026-01-28 00:00:00,22.05,
CERES,2026-01-28 01:00:00,22.04,
CERES,2026-01-28 02:00:00,22.65,
CERES,2026-01-28 03:00:00,22.88,
CERES,2026-01-28 04:00:00,21.75,
CERES,2026-01-28 05:00:00,21.62,
CERES,2026-01-28 06:00:00,21.2,
CERES,2026-01-28 07:00:00,21.51,
CERES,2026-01-28 08:00:00,22.91,
CERES,2026-01-28 09:00:00,22.77,
CERES,2026-01-28 10:00:00,24.84,
CERES,2026-01-28 11:00:00,27.42,
CERES,2026-01-28 12:00:00,29.78,
CERES,2026-01-28 13:00:00,29.65,
CERES,2026-01-28 14:00:00,29.15,
CERES,2026-01-28 15:00:00,28.36,
CERES,2026-01-28 16:00:00,26.66,
CERES,2026-01-28 17:00:00,26.08,
CERES,2026-01-28 18:00:00,24.64,
CERES,2026-01-28 19:00:00,23.6,
CERES,2026-01-28 20:00:00,23.33,
CERES,2026-01-28 21:00:00,23.2,
CERES,2026-01-28 22:00:00,23.28,
CERES,2026-01-28 23:00:00,22.15,
CERES,2026-01-29 00:00:00,20.5,
CERES,2026-01-29 01:00:00,20.32,
CERES,2026-01-29 02:00:00,20.65,
CERES,2026-01-29 03:00:00,20.8,
CERES,2026-01-29 04:00:00,20.79,
CERES,2026-01-29 05:00:00,20.61,
CERES,2026-01-29 06:00:00,21.01,
CERES,2026-01-29 07:00:00,22.28,
CERES,2026-01-29 08:00:00,22.54,
CERES,2026-01-29 09:00:00,23.84,
CERES,2026-01-29 10:00:00,25.67,
CERES,2026-01-29 11:00:00,27.4,
CERES,2026-01-29 12:00:00,27.7,
CERES,2026-01-29 13:00:00,27.56,
CERES,2026-01-29 14:00:00,28.25,
CERES,2026-01-29 15:00:00,26.69,
CERES,2026-01-29 16:00:00,27.08,
CERES,2026-01-29 17:00:00,26.31,
CERES,2026-01-29 18:00:00,24.82,
CERES,2026-01-29 19:00:00,24.56,
CERES,2026-01-29 20:00:00,24.04,
CERES,2026-01-29 21:00:00,23.8,
CERES,2026-01-29 22:00:00,22.8,
CERES,2026-01-29 23:00:00,22.86,
CERES,2026-01-30 00:00:00,22.65,
CERES,2026-01-30 01:00:00,22.85,
CERES,2026-01-30 02:00:00,22.6,
CERES,2026-01-30 03:00:00,22.73,
CERES,2026-01-30 04:00:00,22.04,
CERES,2026-01-30 05:00:00,21.7,
CERES,2026-01-30 06:00:00,21.73,
CERES,2026-01-30 07:00:00,22.97,
CERES,2026-01-30 08:00:00,25.66,
CERES,2026-01-30 09:00:00,27.47,
CERES,2026-01-30 10:00:00,27.87,
CERES,2026-01-30 11:00:00,29.15,
CERES,2026-01-30 12:00:00,29.21,
CERES,2026-01-30 13:00:00,29.06,
CERES,2026-01-30 14:00:00,29.0,
CERES,2026-01-30 15:00:00,28.28,
CERES,2026-01-30 16:00:00,27.17,
CERES,2026-01-30 17:00:00,26.15,
CERES,2026-01-30 18:00:00,24.35,
CERES,2026-01-30 19:00:00,23.46,
CERES,2026-01-30 20:00:00,23.32,
CERES,2026-01-30 21:00:00,22.1,
CERES,2026-01-30 22:00:00,22.62,
CERES,2026-01-30 23:00:00,22.38,
CERES,2026-01-31 00:00:00,22.69,
CERES,2026-01-31 01:00:00,22.76,
CERES,2026-01-31 02:00:00,22.63,
CERES,2026-01-31 03:00:00,22.69,
CERES,2026-01-31 04:00:00,22.45,
