fecha,hora,473,47E1F02E,47201542,4724D566,472606FA,4727F484,4727470A,472FF022,472F50DA,472F86B2,472FA05E,47E94706,472C92CA,472F6540,472F7636,472FB328,472FE354,472F00A6,472F95C4,47E281B0,472FC5B8,47E3055E,472FD6CE,472F43AC,4726706A,472680EE,47269398,4726A602,4726C3E4,472D4658,472EA2A4,472F13D0,47E35522,105130,47E1D6C2,47E1E358,47E1C5B4,47E207A4,221008,106140
2026-02-08,19:00,0.048629208526998674,0.1394857013283334,0.026746848528432076,0.043077456002029245,0.07156955828654193,0.1319598523395853,,0.027921380916494813,0.0031827168110399513,0.07602363869600091,0.07084267363178919,0.09964593571850139,0.010660890999701196,0.04262212285843149,0.049299001145456406,0.0608287626081555,0.028047463372714715,0.08518139157634533,0.042829303118652656,0.060779536885202184,0.034089806456755876,0.1993832466110764,0.010929684547500868,0.07086625152117644,0.02171789046936436,0.055063554971731536,0.009646096386298554,0.007847667834495703,0.1462658103450197,0.10502188083156844,0.011891367404537934,0.05252322770594661,0.07061813991527796,0.07618346977759906,0.13686005607140253,0.10945721264206208,0.16666967590473758,0.03698719106564229,0.01333082182529267,0.0005510488665735914
2026-02-08,20:00,0.05902743069278796,0.10260120089572894,0.16775646905220573,0.04011439091728125,0.09342820460310154,0.11880424118397213,,0.07616907834381084,0.11945711053984595,0.2609009378067869,2.008541129810052,0.08839820729522273,0.2080841886245047,0.07948864433703445,0.3715413571730592,0.032590083210657206,0.024440270755944425,0.14635331694685663,0.017640320173164158,0.0673595294523717,0.04265865864389073,0.16534501248933328,0.013681128654647292,0.09629928858911666,0.013823744394188169,0.044707433297311805,0.006603355092958552,0.009214551922595389,0.10947142753370671,0.2922977718122491,0.008795001608417142,0.06721672911521202,0.2583901924418588,0.07771369068766304,0.3365958710364604,0.08405692865501412,0.12800749532083175,0.042423065372207,0.014717716646708566,0.003004534651897131
2026-02-08,21:00,0.116851206382177,0.07124061151660976,0.16111313069359323,0.03647378170359225,0.057922543706768116,0.06280091185355618,,0.07604193369856276,0.019963177175635213,1.8691878153798784,0.18006225576188586,0.06270914761265486,0.009978535186373004,0.40649878329483224,0.10784160879569966,0.333274051267582,0.02373728601243991,0.07302097579608434,1.4625083321441132,0.05598845929884475,0.03770052824220993,0.09938039355472801,0.059866690405249647,0.06017844866910604,0.015682979117085948,0.030609452499608277,0.020824044960165246,0.009014121156147265,0.057822992135676994,0.05173567515278704,0.009566302999823894,0.03688549305841718,0.5362757247071024,0.0769943985537705,0.07115706541461156,0.07816400174773042,0.07592374732404795,0.03698845264697208,0.01611566298330069,0.0005144582773860443
2026-02-08,22:00,0.46720730894216234,0.053679058130606236,0.462892824517577,0.031099955390124126,0.056212285496469144,0.6049737224292026,,0.03168943403671132,0.1444527493530843,0.05938866202629968,2.007450967638559,0.04034629063231206,0.06920325701946836,0.3055177425929333,0.01441894760511246,0.493818807843076,0.020696653578262406,0.0743522888397309,2.7315106755373177,0.03858798516463292,0.040610803956538134,0.06630622626124279,0.15270666387927362,0.053405564047693074,0.020511200986499344,0.027761947558190628,0.03861589516160077,0.007040578414954351,0.30808026731295135,0.0009171506189888546,0.009152494872837025,0.03435014128593508,0.0153447593189535,0.06901072312258182,0.02004569358202046,0.06404757334450922,0.05957366255318717,0.026914841130974688,0.015006400993049679,0.000992329552074274
2026-02-08,23:00,0.5902502760896386,0.041888192705264685,0.1978271687161941,0.017111279448741495,0.041736895121430015,0.05193259094496201,,0.10162717922435155,0.11613552074030963,0.33540595032152176,0.376688637460391,0.010788410508917792,0.007610062011001886,0.10048931636330437,0.2662040920030361,0.26927277501846475,0.01709335998664634,0.10238242542622152,0.48324902821849564,0.029117161932525216,0.8036737267349404,0.05007486403709807,0.12703883590184847,0.053038011690669934,0.018801141099356024,0.023325952315156197,0.00099455798474709,0.011715943455798562,0.049035385592013724,0.04197402789444154,0.008771037142570659,0.3844406108641011,0.023005389609510294,0.055448856287300036,0.7857315577784145,0.13103157639951196,0.03577850042703466,0.02835242720459113,0.012803673856143621,0.0003106765379262216
2026-02-09,00:00,0.0180191506199835,0.14040471437609336,0.011178622105202358,0.017111279448741495,0.029219180335469882,0.017260567043496596,,0.03455158921283209,0.038517305305962965,0.03473261046547926,0.018692241636737307,0.01081806777094541,0.0030182536730397787,0.01715079049527179,0.028088705020522964,0.15090619575619602,0.011828472335814593,0.1050786166633808,0.020757824137461026,0.01150705691702758,0.24061703042265045,0.04844965124694383,0.044277457009640024,0.3303117613336663,0.018906160883284763,0.01675392810738961,0.007330176818373431,0.02171939941638457,0.16170480744750526,0.01329919049820746,0.008136076404900832,0.022400918170212936,0.1252162339267472,0.055448856287300036,0.11814457094811039,0.18917102554136028,0.017644616365350446,0.0921595999870793,0.08021188588605495,0.00010159802479403476
2026-02-09,01:00,0.041734112909160244,0.14299066885870224,0.01119347482864171,0.017111279448741495,0.029660969127673877,0.02306041495121657,,0.14488365423759167,0.00150372426570154,0.0348160973341943,0.018692241636737307,0.0694336846839443,0.021800182745848908,0.15391366888293495,0.016356360236016474,0.00931879509730058,0.010762685062863408,0.46145711414884033,0.020757824137461026,0.011479174024837646,0.025670491817956678,0.581494336768431,0.11502237832014617,0.10852542826367807,0.022064585130637485,0.014533674879650687,0.008290503397273673,0.0066397574745774715,0.06666439311630339,0.005219714573087909,0.008138006736625104,0.022400918170212936,0.17898827317829497,0.055448856287300036,0.02845624227396799,0.03632192472453153,0.01368657487375536,0.12121381713787766,0.012803673856143621,0.00010634629240290377
2026-02-09,02:00,0.1361326983786434,0.05942922649724933,0.017683902334539234,0.20031099248956447,0.032751285687613166,0.00046559155713567473,,0.017788918126078183,0.001570629372906398,0.0350906390912421,0.021006457981882828,0.09808423055506416,0.0027347650495503834,0.6624538766126582,0.01641226878754166,0.009339034502992621,0.010137503873103575,0.0642731945416924,0.09648609996610019,0.008685526738192445,0.25128470963906574,0.22377460207107938,0.0037382269409103703,0.04218302480753653,0.01887415185634058,0.014993425199851685,0.0013048903069351248,0.0013834932035203093,0.05950557217864606,0.004622872127705398,0.008229414002116558,0.0280932296821399,0.32652586957295027,0.06156832656062761,0.1193802922950373,0.07514726604850043,0.03716079023974701,0.03761805253561685,0.01383872531381715,9.560227566700237e-05
2026-02-09,03:00,0.01338579233382577,0.016225785071837216,0.018019499196310386,0.03525127085989346,0.03257442516544407,0.03989683165330776,,0.03441505983032061,0.0022750667666887685,0.04798777602501637,0.023908626445534112,0.021920313481166683,0.002909551586600426,0.13367274909171303,0.020424291994409732,0.009339034502992621,0.010201317117978463,0.06402986322465361,0.02621601190417435,0.008685526738192445,0.13030633078448453,0.11673621443541857,0.0038635606354290044,0.04522362234921062,0.01832035009127038,0.015060818106485775,0.0020606403175802814,0.006878239356310771,0.01778683730361519,0.004622872127705398,0.008346213571169847,0.030343852799154445,0.08522985787227054,0.06599121357999925,0.2607677646995074,0.04393602586181371,0.03716079023974701,0.04188125416156728,0.014418769712077062,9.56929499431673e-05
2026-02-09,04:00,0.02662410674554816,0.016225785071837216,0.0187829586623134,0.03539634909120483,0.03442665017217954,0.0075354468851741305,,0.06413566331928822,0.0024134186485079865,0.05086023561904488,0.024604904530288144,0.016816002889444782,0.003045760336363375,0.02308591816032559,0.02039722691086137,0.009339034502992621,0.010240959774324002,0.09116738390520844,0.029514431419237142,0.008685526738192445,0.1735950805299616,0.1861361941690175,0.0491760101057059,0.21453072880561583,0.018197588802005095,0.015060818106485775,0.016158503689393467,0.0027844643270628806,0.012845234282612517,0.004622872127705398,0.008117476160270093,0.04777217761979521,0.055413526736574584,0.0664834589237265,0.2820226719310333,0.023417315661775705,0.04677256939421869,0.02022610158462604,0.004867323987378484,1.413184583333333e-06
