fecha,hora,473,47E1F02E,47201542,4724D566,472606FA,4727F484,4727470A,472FF022,472F50DA,472F86B2,472FA05E,47E94706,472C92CA,472F6540,472F7636,472FB328,472FE354,472F00A6,472F95C4,47E281B0,472FC5B8,47E3055E,472FD6CE,472F43AC,4726706A,472680EE,47269398,4726A602,4726C3E4,472D4658,472EA2A4,472F13D0,47E35522,105130,47E1D6C2,47E1E358,47E1C5B4,47E207A4,221008,106140
2026-02-18,19:00,13.915464668743393,16.491894144200742,23.670958796065012,22.5921411749526,12.41977133559057,11.593686934707023,24.04233274279129,18.282079177222187,27.24189740461874,19.40205492582122,25.993552652233646,14.176594254725686,9.776098650556838,27.761777830623114,25.469782839321624,13.52943743929398,19.36983382066637,25.30461962112914,27.55438677058516,16.584343850474273,24.064146004285465,18.8308641090499,28.276320646307937,23.33985688715839,23.309810298190474,14.031373043461135,26.73678575512575,13.683817867845073,15.812425255181461,13.01649656019789,20.098916476569535,25.97289751793145,16.878056058419737,22.35584433325661,21.09238547109516,21.04511377066849,16.875836632983287,19.88908529529587,21.149761024696613,24.957127981485687
2026-02-18,20:00,13.903865450841009,16.08879920169699,24.684044985608658,22.090281130263644,12.07372221971788,11.507766004235707,23.52107300921426,17.76821367971374,27.221174922914834,18.645111119686685,25.768551511063116,13.654553088876664,7.494823815268535,26.900510579501784,24.384703021432355,13.123284929485173,17.734309625869127,24.291053111152628,26.98086898153167,16.085693342955615,24.008663423986246,17.770693292847454,26.34439260748991,21.458061416150773,23.81499088151765,14.307103080828474,25.80679177354114,13.282385198238742,15.497340371196753,13.178923782360119,19.369829316889717,25.717490758252406,16.386741740145172,18.90183447017631,20.28630624923412,20.53378637471575,15.611212000644661,23.64207244884026,21.63830148241357,24.936091336445916
2026-02-18,21:00,14.933620685641849,15.623520695167041,24.355527156916033,22.16507114136565,12.457416594054838,11.454355656084974,22.10905335360729,18.31530427419115,24.68889604573599,18.41597246699076,24.014637719401886,13.634686802750588,8.283750758949092,24.36850721410809,24.550924389319775,13.467630554234718,16.255027634973573,25.34905079949996,23.818987487814567,15.082146944344608,24.25248131140178,17.535091478632204,26.062938621102994,21.921871578791237,22.40939833530398,13.338550788875079,24.642225805833597,12.398615289123933,14.895395616822976,12.367905999498703,19.457366618073305,25.443344308440828,16.231236877492414,19.99631122051764,21.7769901238085,18.705982690557935,15.241697455651158,18.84298587699026,22.526238442627186,23.632580029789928
2026-02-18,22:00,14.322996485393254,15.160754425334842,23.004589231647675,21.709403488225515,11.950269963512897,11.532395591258744,21.524655564099607,17.671228337826403,23.75868697497294,18.900680478590772,24.10320742966449,13.115293128663579,7.149773800674139,23.990900870003333,24.20654891540042,14.471996551292845,15.371879503798816,23.783979665842924,24.236042053645562,15.02096236620455,23.34133302192155,17.038057156878477,24.71585956536109,21.89188738456127,21.833611697364294,13.460535613997923,23.530405634883454,12.13690904715145,14.422632522465724,11.633812493410847,18.869521893901737,24.47595284918046,16.92859102094222,18.666879309487832,18.219730999119164,19.872943608250797,20.576658775223212,18.720718715535412,21.907349313455676,24.06857403018555
2026-02-18,23:00,13.375741407889842,15.071025638705061,22.425652681540345,20.75965446241579,11.647236307215517,11.845453124627863,21.272201457726784,17.967829293661637,23.46089407561203,18.617957334747494,23.464971606608827,12.80078816492222,7.5960430181468075,24.472720439403844,23.980837165591012,12.158890353635606,15.339958028697062,24.363546441036934,23.155585048507348,14.396544965077306,22.869404185087113,16.639535879550113,23.610958997424518,21.90658946225175,23.739616061784137,12.518781672022717,23.36101939362655,11.996521285115387,13.564060343606451,11.821457214062745,19.098269134050582,24.752416063416934,16.331323705407527,17.645409874221457,19.50222960553808,19.239453493556482,16.211088439626145,19.056432611348406,20.14858141379358,23.67078964206074
2026-02-19,00:00,13.537312071391693,14.440288643471893,22.452596386172118,20.52358088386086,11.408611626273194,11.33893415208068,21.272201457726784,17.266200867670356,22.68153859137979,18.71751392931576,22.858309907614938,13.050844815819575,6.975349695802333,23.219025685859215,24.384627218165825,11.793268751385732,15.113181078673069,24.181213694741235,24.12811869127669,14.249773461696803,22.13149474263064,17.35710537272096,20.184505222835494,21.89778510716098,21.337310489841144,12.619785541135846,23.52771635669385,12.17485804242249,13.109319815281815,12.342043482190654,18.790582326438393,24.746568292132643,16.234716486797684,17.519626833590245,18.32208980313968,18.90457663749372,16.592526040048032,19.11486978623416,21.21989610540901,23.257121617308812
2026-02-19,01:00,13.643590140939727,14.86822898298242,23.351633445853032,20.235052417637124,11.405464402889786,10.834412034187796,20.945232938038483,16.94326231547193,21.15593721728175,17.998547459791357,22.632699621489746,13.093423013208792,7.818845264288658,22.19703831183975,21.530119640705816,12.14678821720455,15.715542177165132,23.843049938172054,23.88510809259101,14.062514999098335,22.464574260019386,17.35710537272096,20.44788593213952,21.57299830573168,22.166412624582808,12.64346390247138,22.834842166299143,11.81484893608391,14.296575928056818,11.15306802790176,19.098269134050582,24.324589406597198,15.81666059680054,18.112059669628767,19.62334804406769,19.992762175307124,14.572663676696557,19.55804850065622,19.60826078304742,20.17531705447033
2026-02-19,02:00,14.105961511922073,14.731389245527227,22.184716579022755,20.720659000828437,11.224504364607974,11.238170716703127,21.155957070504954,17.38112758718242,19.7229286676692,18.210272744139832,21.04640785974649,12.95771776106141,6.577479480444287,20.955216561635606,22.297056973541153,11.708920168728945,14.87031942403421,23.357516742419463,21.162061722409632,14.113282387323864,21.250250796969723,17.41562252758853,19.271920272439132,21.239718422731954,22.69462647121268,12.840597610767418,24.008831476275017,11.48727384101377,14.238630165924025,12.444669428733919,18.722531931992545,24.449242631098898,16.243687409583856,20.83725484108801,18.298261494465063,19.314669354064442,14.146228677500682,18.029648486,19.810898308072755,19.639289868276922
2026-02-19,03:00,13.213906843381528,14.783157718196478,22.468944860339754,21.105631794306014,11.19633544892195,11.10356967985623,21.60028264695186,16.787849839371013,20.814095324038725,18.008009618915192,22.73043283375639,13.304687694183192,6.173580092521169,21.34181951327827,20.982418464082865,12.014077445189828,15.96333037167684,23.91919049225983,22.946544692888796,14.729629440391415,21.590509800857674,17.02275780976298,19.468551441166113,21.56448353718712,21.49474145552889,13.01280566955512,22.924289208530553,12.0122451389907,13.384768348994369,11.974361570665387,18.908030165945675,25.035154005948627,15.63546276464765,19.73651548644132,18.754811856858677,19.89761348326565,17.161222010664623,18.721494888830204,19.831240419552604,20.933368766857697
2026-02-19,04:00,12.940631250912425,14.617915396919262,22.780220163760823,21.414847904506917,11.934567335955979,11.61510170638025,21.415873564890994,17.280704808118998,18.87586810554426,17.832706514451104,21.556706278850783,13.593136133937426,6.692022748778997,20.4613133330002,22.443548108427514,12.287532885531345,16.501233315463985,23.05468746857612,21.534617988290083,14.394398478839697,21.806428695585932,17.588906127212955,20.36605146547424,21.53639432065945,22.813971549893395,13.388450312236753,22.377013045694685,11.927320558836135,14.597747011526662,12.334976544336019,17.736847238663614,23.94673564053681,16.359260349964586,19.11863897906807,19.06833811102623,19.441728414231864,15.368882041691379,19.249604942560275,19.894844371417843,19.53494115195993
2026-02-19,05:00,12.719009250974269,15.914397453347313,21.392230660873583,21.566202451687083,11.462447766311982,11.715827720955012,23.006460451948723,18.07774971296267,18.652745837251203,17.904975407333257,22.121435160040996,13.736219143822323,7.6179475671686525,20.662766749521985,22.06964140848938,12.943131464750355,16.86306663294223,22.05050180212602,20.277517062853093,15.10893330154292,21.46274392838341,19.276212493659465,19.957659553487247,19.85344839345661,21.805471353615417,14.276807830200834,23.64195683564523,12.832435636769937,14.887943247433219,12.713586682509407,18.607330495494317,24.412338179361765,15.73198946071677,19.551721540077757,19.445827276115192,20.31738578500978,16.973894966594642,19.586184616926367,20.281277150382376,19.73765301034286
